ID,TEXT,LABEL
6220,ما هى أفضل وظيفة فى الحياة ؟ ( مدير شركة - رئيس مؤسسة) ؟ لا والله أفضل وظيفة فى الحياة ان ربنا يشغلك عنده تدل الناس على الخير,0
6221,"""اللهم أستودعك أهلي وأحبتياللهم أستودعك بلادي #ليبيا وأهلها وشبابها اللهم أنعم علينا بالأمان والاستقرار وحسن المعيشة والتغيير للأفضل""",0
6222,"""@MirNakhla جوجل ايرث""",0
6223,فى ناس لو الأرض انشقت وبلعتهم  الأرض هيجيلها تسمم,1
6224,#سامى_عنان حقق كل مطالب الثورة شباب ...... ٨٠ سنه 😂 مدنى ...... كان فريق كرة قدم . و عارضة أزياء 😂 ليس من النظام القديم .... ده حتى ميعرفش حسنى مبارك  😀 ليس من المجلس العسكرى المصري ايام يناير . مؤيد لثورة يناير . ليس فاسد .. يادوبك ٣٠٠فدان بالصحراوى . شريف و لطيف و عفيف  😀,1
6225,"""تشكيل الحكومة بين الحريري و جعجع في ""بيت الوسط""https://t.co/WoagXQe2Sf""",0
6226,"""#طقس_العرب: صور رائعة للثلوج في ريف حماة صباح اليوم في #سوريا https://t.co/EeayPf0pWU #طقس_كترل""",0
6227,"#غرد_بالخير_للشهداء  اللهم اغفر لحينا وميتنا، وصغيرنا وكبيرنا، وذكرنا وأنثانا، وشاهدنا وغائبنا، اللهم من أحييته منا فأحيه على الإسلام، ومن توفيته منا فتوفَّهُ على الإيمان، اللهم لا تحرمنا أجره ولا تضلنا بعده ❤️✨.",0
6228,#تخيل_مرتضى_منصور_رئيساً  ولو زعل شوية من بوتين هنسمع : اوعي تنسى نفسك يا #بوتن انا للي طلعتك من الجنائية الدولية,1
6229,زعلانين ليه ان بتاع انتش و اجري بقة public figure بالعكس ده متماشي جدا مع حاجات كتير اعرف برامج بيتصرف عليها ملايين قايمة عالاسفاف الواحد بيشوف البرامج الابيض و اسود و يتحسر على التدني اللي وصلناله احنا بننحدر فكريا بطريقة فجة سيبوا الغلبان يسترزق ما جاتش عليه,1
6230, بمناسبة عيد المولد النبوي الشريف أهنئ الامةالاسلامية وخاصة من يفرحون بذكرى ميلاد الحبيب محمد صلى الله عليه وسلم كل عام وانتم بخير وعز وشرف ,0
6231,"""يا رب دربًا لا تضيقُ بهِ الحياة  يارب قلبًا لا يزولُ بهِ الأمل.""",0
6232,لما الواحد يكون دائما متشائم ولا يعرف الانبساط,0
6233,"""بالاسعار.. إحصلي على #إطلالة #إليسا المميّزةelissakh https://t.co/cTbfN3AmVc https://t.co/6LNNABTX0r""",0
6234,يعني هي جات ع قرمط وبقت مش ملزمه,1
6235,حاض هتجوز بسرعة,0
6236, لماذا كلما تعلق الأمر بأمن المواطن العربي. سكتت أنظمتنا. كحالة خاشقجي لم نسمع اي تعليق من اي حكومة عربية وكأنه مواطن غربي,0
6237,"""اهداف مباراة المشوقة و الممتعة بين  سامبدوريا و ساسولو 2/3 .egk https://t.co/00VX20ADFa #فيروز""",0
6238,"""الأسد يتعهد باستعادة المناطق الخارجة عن سيطرته: تعهد الرئيس السوري بشار الأسد باستعادة مدينة حلب وكل المناطق ... https://t.co/Uux5gUQrAi""",0
6239,"""حريم جبهة النصرةجماعة الموت ولا المذلة https://t.co/TXgYhTwSjI""",0
6240,"""ألا لعنة الله على القوم الظالمين ... #روسيا #بشار_الأسد #أيران #الأمم_المتحدةكلهم أجتمعو على قتل بيان https://t.co/DDsPjEunPz""",0
6241,اسافر الامارات عشان قعدت كتير في مصر,0
6242,سيناتور ديمقراطي يطالب باغتيال أسانج مؤسس ويكليكس .هيلاري كلنتون تطالب باغتياله بطائرة دون طيار .وتأيد لهذا الطلب… https://t.co/WBwJflKzte,0
6243,"""RT @isharatidriss: ٢٩)#امريكا_ومحاربة_الارهاب،وعندما ارادت اعتقال(نوريغا)رئيس دولة،اعتقلة بقوات كوماندوز من وسط جيش، فهل يحتاج البغدادي هذه…""",0
6244,"مشيت اغسل يدى لمدة 40 ثانية 

جيت لغيت ناس البيت اتغدو ورفعوا الصينية 😒
وقالوا لي العيش انتهى 
#ناس_وزارة_الصحة_شكيتكم_لي_الله
😂😹😹",1
6245,حاجة تضحك جدا,0
6246,"""الحريري : النفايات والكهرباء وقانون انتخابات جديد هي أولوية حكومة الوفاق الوطني في #لبنان https://t.co/gPdAG8Tnvb""",0
6247,@nawaranegm والكتتانى الى كل شوية يفتح رجلة ويبص على السيسي بيصقف والا لأ !!,1
6248,"سيبكم من حوار الست ملزمه ومش ملزمه ده   ""روق عليها تاخد عينيها"" #إصحى_للكلام",1
6249,المصري اليوم عندما نشرت ملخص المؤتمر وضعت الجملة في غير سياقها وكأن ليس من حق شباب الثورة الوصول للسلطة وهذا عكس مبادئ حزب الوسط تماما,0
6250,اطالب بعزل شفيق ومحاكمته ثم عمل انتخابات نظيفة او التحقيق في التزوير واستبعاد الأصوات الباطلة والإعادة بين الثاني والثالث او مقاطعة المهزلة,0
6251,مش قادر بس ملزم تبقي قادر,0
6252,من فوائد الكمامة المهمة انها بتخلي اللي لابسها يشم ريحة بقه القذرة 🤭,1
6253,#من_عالمى_عالم_الرؤى_والاحلام  انقلاب ترامب على احد رجاله المقربين منه  وفردا جديدا يظهر باسرته...  والله اعلم,0
6254,"يقول رسول الله صلى الله عليه وسلم: ""يُقال لقارئ القرآن اقرأ وارتق ورتل كما كنت ترتل في الدنيا، فإن منزلتك عند آخر آية تقرؤها""",0
6255,"""RT @News_ajell: لا فناء بدون امداد للسلاح.. فنحن اليوم نصنع الفرق#سوريا https://t.co/heRw2SAj58""",0
6256,ملوك الاناقه والفخامة طبعاا قميص غوتشي لابس تاي تاي😊😀😀 https://t.co/l61kPhg9Tj,0
6257,اخواتي الي بحبهم انا  بلبس الكمامه بحسها بتكتم النفس شوية حد عنده حل 😂,0
6258,"""الحكومة الألمانية تطالب روسيا بوقف الغارات على حلب https://t.co/wXrUszmFbs #Belgium #القدس #الخليج""",0
6259,"منظمة الصحة العالمية: 
""فقدان حاسة الشم والتذوق من أعراض الإصابة بفيروس كورونا ""
- بس تسلم ايدك ع الكيكه اللي بعتها إمبارح 
= لأ دي كانت كوسه بالبشاميل..؟!😒😁✋
بس خلاص",1
6260,"""🔴إطلاق مشروع يهدف لتمليك #الشباب الباحثين عن عمل #سيارات تصل قيمتها لـ150 ألف ريال للعمل بها في #أوبر و #كريم'… https://t.co/kqAAbmWX1a""",0
6261,"""@Lionel__FCB ارى بدايه 2017 ريال مدريد سيعود لحبيبه المركز الثالث""",0
6262,"""#أخبار_الآن | ا ف ب:  مصرع سبعة اشخاص في #حريق غابات في جنوب #الولايات_المتحدة""",0
6263,"""سنبقى نؤرقكم يا طواغيت #حماس ونكشف للأمة زيفكم وتستركم ب #المقاومة #حماس_تعتقل_السلفيين #غزة#حماس_تعذب_المجاهدين https://t.co/umSvbdd2qd""",0
6264,لست ضد منح #توكل جائزة نوبل و لا اطالب بسحبها منها و لكن اطالب بمنح #البخيتي جائزة نوبل لعام ٢٠١٧ .!,0
6265,محتاج إجازة علشان واضح انى بقيت عصبي جدا,0
6266,متحمسين جدا للشخصية الجديدة على  حمد العماني بعد نجاحه في شخصية  يوسف في  توالي الليل الجمهور ما راح…,0
6267,#كلنا_ااالدلمانيالله يتقبل اعمالكم,0
6268,بيقولك مرة واحدة كانت عاملة حسابها تنزل تدريب ف اجازة تالته .,1
6269,"""RT @ALAMAWI: كيف وقعت قوات النظام في كمين على مدخل بلدة معان بريف #حماة وتحول النصر إلى مقتلةتقرير: سليمان عبد المولى #سوريا https://t.co…""",0
6270,أيها الاخوان الا تذكرون 52 شهيدا قتلتهم شرطة محمد ابراهيم بأوامر من مرسي عندما شكر مرسي القتلة واعلن حظر التجول اعترفوا بجرائمكم,0
6271,"""د. #حمد_المانع في #الأسبوع_في_ساعة: عرّاب اتفاق الهدنة هو #كيري، ولذلك أنا لست متفائلاً https://t.co/aWKyQ5l2ot""",0
6272,"""RT @IranObs_ar: #المرصد_الايراني#اقتصاد | إيران وتركيا توقعان تعاوناً مشتركاً لإنشاء محطة لمعالجة المياه""ترجمة خاصة""https://t.co/I3QY9QU…""",0
6273,"""@federista1989 ما لو الكلب قفل الرابعة كنا كسبنا بس كان فيدرر عظيم فعلا الماتش ده 😂""",1
6274,غوغل واي-فاي وكروم كاست ألترا https://t.co/jsyBV90Hr9,0
6275,تظاهر بأنك بخير مهما عصفت بك الحياة فالكتمان أجمل بكثير من شفقة الآخرين عليك.,0
6276,سعيد جداً بزيارة الجزائر بلد جميلة فعلاً!,0
6277,"محامي أخواني يطلب من النيابة رسميا توقيع الكشف الطبي على الشعب المصري، مستشهدا بالقرآن، وتعيين مرسي قيما عليه . #egypt",1
6278, نوال الزغبي  صوت الهدوء ❤️❤️ ,0
6279, مندوبة  واشنطن: هل ستقوم  روسيا بادانة اي هجمات على المدنيين من قبل النظام؟  عاجل  أخبار  سوريا  حلب ,0
6280,"""بالفيديو عمرو أديب: أصبحنا نكتة ومسخرة العالم #عمرو_اديب https://t.co/WwXyousV3b""",1
6281,أُمنيتي السنه دي أجيب باقي أعماله كلها   هبقى سعييييدة أوي أوي وقتها ♡♡♡♡ خايفه أنزل اشتري الأسعار تصدمني صدمة تجيب أجلي🥰,1
6282,صفوت حجازي: سنكون سادة العالم.. وقد أصلح يومًا لأكون خليفة المسلمين !! #النهضة #اخوان_كاذبون #محمد_مرسى #صفوت_حجازى #مصر #الجزيرة,1
6283,"""RT @MuHammaDBakkar4: فيصل القاسم: لماذا يستعرض بوتين إس٣٠٠ و٤٠٠ وباقي اسلحته فقط في سوريا ولانرى هذا في العراق ؟لأن تدخلها بسوريا هو بمواف…""",0
6284,#شاهد: طبيب البيت الأبيض: #ترامب بصحة جيدة.. ويتناول علاج لمنع تساقط الشعر,0
6285,"""شاهد واستمع ايه اليمني الحر الشريف ماذا يفعل الحوثيين بأطفال اليمن واغتصابهم وفعل اللواطهذا مذهب الخميني https://t.co/EaG5UFhFzz   #اليمن""",1
6286,"""و سقطت العباءه 😂#مهرجان_القاهره_السينمائي https://t.co/p10mR8zkxJ""",0
6287,مين البنات دول ..من انهى مجرة,1
6288,تحدثنا عن هذا الكتاب الجميل عن خروج المصريين على السلاطين في وقت كان الحديث فيه عن خنوع المصريين موضةهذا الجزء الأول,0
6289,واحد من ابطال هارى بوتر جاى فى فلاش,0
6290,الدبدوب اللي ماسك الفريق الابيض دة هيطلع بجايزة افضل مدرب في العالم,1
6291,عايزاني اقول بحبك طب بحبك وقلبي ارتاح من يوم م حبك عرفت الحب انا لما شوفتك.♥️♥️♥️♥️😂,0
6292,يعنى هو ومحمد رمضان ابو زمل فى اادكتوراه الفخريه بس بجد رئيس سابق محترم,0
6293,"#اهل_مصر على جمعة: مرسى قال لى "" موعدنا يوم القيامة"" شاهد هنا",0
6294,"""محليات: الجيش السوري يسحق مجموعة من جبهة النصرة في اللاذقية.. https://t.co/ypQHIg0Jcp""",0
6295,وش فيك على جامعة الملك سعود 😂 — والله دمي عزيز علي. اعطيه للتخصصي او مدينة الملك فهد او مدينة الامير سلطان ومستشفيات وزارة الصحه.  https://t.co/LZOCr2miwz,0
6296,ياريت كان حد قال لامك انها مش ملزمة ترضعك ولا كنا شوفنا الدوشه دى,1
6297,"""حلب  القلعة والأصالة باتت عاصمة للصمود وواثقون بقدرة أهل الشهباء على الصمود والتصدي  ستكون حلب المسمار  الذي سيدق في نعش الكفرة #ستبقي_حلب""",0
6298,في ناس غاويا كدب وكمان بتخاف فيديو متفبرك تماما مندوبتنا في ليسيه الحرية مادخلتش اللجنة أصلا بس حركات مفضوحة,0
6299,#عاجل| #أردوغان: #أميركا تقول يجب أن تحددوا فترة العملية ولا تطيلوها بينما أقول لها أنتم لم تحددوا فترة تواجدكم في #أفغانستان,0
6300,ألرب واجد,0
6301,  ماذا لو المدارس مختلطهماعاد توصّي احد على النظافه ,0
6302,المادة التاسعة وأسباب أخرى لرفض مسودة مبادئ الدستور (1) - عمرو حمزاوي - بوابة الشروق,0
6303,ياجماعه أنا اقترحت يكون اسم البرنامج (اجمل رنوش بعمرنا ) اللي موافقني يعمل ريتويت  مولد الاعلامية الساحرة رناسماحة  …,0
6304,تيتا دي احلي مخلوق عالارض اخد منها ال50  جنيه علي انها 10 جنيه مصدر رزق ليا ف البيت 😂😎♥️,1
6305,"""تبارك الله امثل هذا الجمال والطهر والبراءة تقتل 💔 #فلسطين #سوريا #العراق #اليمن #بورما https://t.co/p9DrhwHLdp""",0
6306,“@ShamsWbs: البنت الكويتية : حبيبي رجل أختي عينه زايغه وكل يتحرش فيني :( خفي علينا يالعشق الممنوع :\'( خفي علينا يا موزة وثنيان ,1
6307,"""@AElnagar207 انا عايزة رامي عياش 😍😍😍""",0
6308,أخر خاطر قبل النوم: اكبر جريمة في حق الثورة وحق مصر هو ان نحرم انفسنا من الفرصة الحقيقية التي دفع شهداء الثورة بأرواحهم من اجلهاو مازالوا,0
6309,كل يوم مُمكن يكـون بدايه   و خيالك دايماً مالوش نهاية   دايماً فيه جديـد ..,0
6310,انا هقوم اهين نفسي في التمرين بدل ما انا متهان في الحياه ف أهين نفسي في حاجه مفيده,1
6311,#Tashheer واحد يعاكس ويغازل بنات الناس ويتعرض لهم. ليش نفضحو؟ حرام أكيد نيتو كويسة!!   #WTF,1
6312,"""RT @BarcaDN: الكادينا كوبي: ميسي سوف يتدرب مع المجموعة غدا الاربعاء لاول مره بعد تعافيه من الاصابه https://t.co/ZJ3SrwgeEN""",0
6313,الراجل مش ملزم يدوس فرامل لو ست بتعدي الشارع 😜,1
6314,مع السلامه https://t.co/5FlQY8dhUb,0
6315,تويتر فيه مشكلة ؟,0
6316,"""من اكثر الآغاني الجميله والرائعه لملكة الإحساس #اليسا  @elissakh https://t.co/geNMQuqjyl""",0
6317,"""كنت أعتقد أن خدمة ""غوغل ترجمة"" سيئة جدًا إلى أن جربت ""بينغ"". ملك جمال الترجمة #غوغل 😅""",1
6318,"""القوات البرية السعودية والقوات الفرنسية الخاصة تؤديان التمرين المشترك «سانتول» https://t.co/c2rlWCyc17""",0
6319,"""#بايدن يؤكد دعم #واشنطن لبغداد ويشيد بالتقدم ""الكبير"" في #الموصلhttps://t.co/0Lmww3a4zA https://t.co/VsbMruBjf9""",0
6320,"""ومبروك ل #لبنان انشاء وزارة دولة "" #حقوق_المرأة "" هههههههه""",0
6321,@2Pr___  هيلاري كل سنة وانتي طيبة 🌹 وعقبال مليوون سنة وانتي بخير وبصحة وسعادة وربنا يحقق كل امنياتك 🎂 🎉 🎉 🎁 🌸,0
6322,السلطة تمارس إجراما سياسيا ضد الفقراء,0
6323,@R22N2): ♨️الي رفقاء الثورة الجيش اعلن رسميا اليوم إن انقلابه لم يكن علي #مرسي...,0
6324,#البوركيني ولسه لبس وجسد المرأة عاملنا ورم في دماغنا وفي رأيي اكتر واحدة متهضة ومظلومة المحجبة بيتم التحرش بيها من مرضي ومتقوليش لا لان المتحرش والمغتصب مش بيعتق والمعظم اصلا محجبات في مصر من 99% تم التحرش بيهم وفي نفس الوقت في ناس عندهم مشكلة مع حجابها سواء اماكن او اشخاص او شغل,0
6325,المصريين في الفهلوة مفيش زيهم,1
6326,مش هنطلع على اخر الزمن نقول ان اعتراضك على حد بيعمل حاجه صح ده حريه لا وكمان تمنعوا انه يعملها ان ده حقك اللي يلبس مايوه شرعي يلبس محدش ليه حق انه يقوله لا الا بقى لو المكان بقى مانع فعلاً لاكن حد مش عاجبه ملوش الحق فأنه يتكلم أصلاً .,0
6327,في ناس واقفة بشوم عند الشوارع المؤدية للتحرير بتوقف الناس بشكل عشوائي وقفوا العربية ال قدامي واتجمهروا عليها بدون داع …,0
6328,"""كثيرة هى المتاجرات  .....لكن المتاجرة بدم شخص واتهام ناس بيه هكذا ...تدل على قذورات اﻹخوان والمقاتلة ...#طرابلس#بنغازي#ليبيا""",0
6329,من خطط الخداع الاستراتيجيه عدم جواز حل الأحزاب القائمه علي أساس ديني   والله العظيم قانون اللاقانون في اللامنطق اللاعقلاني,1
6330,"""ارمــــــــــــــلة سورية بالســـــــــــــــــــعودية تقبل تعدد الزوجات  https://t.co/eCZ0xpqmy1""",0
6331,متتدخلش فى اللى ميخصكش,0
6332, بدوره المجتمع الدولي و  الأمم المتحدة في جلسه الان قال مسؤول الامم المتحده للاغاثه ان المجتمع الدولي غير قادر على انهاء مأساه حلب ,0
6333,"""RT @Jx08M0LKoMk2vMq: @sadbird1965 سيسي عذاب سيسي دمار ..سيسي خراابه..خربها ابن المبقعه.. وبيتفلسف ع المعاتيه...""",1
6334,منظمة الصحة العالمية اكتشفت ان فصيلة الدم A اكثر عرضه لفيرس كورونا🙂  انا معنديش دم اصلا 😂,1
6335,يبني البلد دي لو فيها خير مكنش ربطو الكبايه ف الكوردير,1
6336,"""لا يكاد المرء يفقد شيئًا في هذه الحياة إلا ويجعل الله له في غيره سلوة وعوضًا.""",0
6337,"""قلك #MannequinChallenge قلك.. دا اعلان شركة فليبس قديم وفنااااان 👌🏽 https://t.co/fJV8lnLgDh""",0
6338,واحد في المترو بيبيع كشافات وبيقول مرسي ضلمها وانت نورها,1
6339,"""@RamyAyach  حبيبي انت احلى شي بهل دنيه ❤️😍 بحبك #رامي_عياش https://t.co/P47ivXLwqv""",0
6340,"#صباحي: #عدلي_منصور أصدر قانون ""التحصين"" لخدمة الفساد| أي كلام وتشكيك المهم يوصل للكرسي",0
6341,#مرسي يلقي خطاب النصر في الانتخابات قبل اتمام الفرز :)  ٌ,1
6342,"""#day #to #remember #christmas #spirit @otvlebanon اليوم حسيت بمعنى العيد الحقيقي و غنيت بكل حب و بكل فخر واعتزاز... https://t.co/ydI3oC27cC""",0
6343,انا بحب أخويا,0
6344,"""@ovvvvovvv @ro7y_Qatar تعرفين عاد هو عنده جاكيت غوتشي .. وجاكيت غوتشي غابانا هذا ابغريد 😂 ارقى شوي ..وبعدين وين تلبسة فوق الثوب 🌚""",0
6345,نادي الزمالك نادي الوطنية والكرامة,1
6346,"""#غرد_كانك_في_التسعينيات ماما دوريلي التلفزيون بدي شوف كليب نوال الزغبي الجديد يمكن اسمو الليالي.. ههه..@NawalElZoghbi #ذكريات""",1
6347,البنت مش ملزمة تذاكر تاريخ,1
6348,ممثل الجمهورية العربية السورية يسترجع نزار قباني وذكرياته في المدرسة #syria  ,0
6349, اه يالقهوه مٓ شاء الله😢❤️ حزب الاعاده ,0
6350,دي هتتكتب في القايمه بعد كدا ..😂😂😂😂  بلازما انتي كوفيد 20000  امال عيالك ياخدوها كدا ببلاش😎😎 https://t.co/BIUwSNOHca,1
6351,براءة ترامب.,0
6352,الكويت احسن من مصر في كل حاجة ولكن مساحتها صغيرة,0
6353,"علقت منظمة الصحة العالمية  يوم الثلاثاء  على التقارير الواردة من الصين بظهور فيروس ""فتاك"" جديد اسمه ""G4 EA H1N1"". كان الباحثون في الصين إكتشفوا نوعاً جديداً من إنفلونزا الخنازير  يحمل سمات جينية لـ 3 فيروسات فتّاكة. (1/3)",0
6354,إوعي تفرطي في الدورارات اللي معاكيعشان نهضة خيرت الشاطر العظيمة هتمرمط الجنيه وملايين الدورارات هتأمن مستقبلك,1
6355,"تحالف بين #أنصار_بيت_المقدس و #الحرس_الثوري لتنفيذ عمليات ""إرهابية"" في مصر #مصر #الإخوان #المد_الشيعي #عمليات_إرهابية",0
6356,طائرة كانت تحلق قبل قليل .. استوقفتها دورية هيئة امم متحدة وسألتها : كيمياوي ؟؟ .. ردت : لا براميل !! قالوا لها الله معك .... #سوريا  ,0
6357,بينما أنا أهربُ من كل شيء؛ أقصد من اللاشيء فقدتُ طمأنينتي  مؤسف أن تهرب لتطمئن فتتخلى عنك الطمأنينة  كأن الخوف فُرض عليك  فُرض عليك للأبد..,0
6358,"""شاركنا| أكتر إطلالة حبيتها لـ #ميريام_فارس؟ #CBCDrama https://t.co/NpJFmxbDwf""",0
6359,"""الواحد مبيفتحش فيسبوك عشان البهايم انتوا تجيبوا بوستس البهايم تحطوهاله هنا طبعا""",0
6360,"""ماذا قال الرئيس العراقي #صدام_حسين عن #فلسطين قبل استشهاده ! https://t.co/YHJVwNZAhl""",0
6361,"أكبر غلطه قامت فيه وزارة الصحه
 راهنت على وعي أهل الرياض وفيه بعضهم يشجع النصر  
 😂😂😂😂",1
6362,الهيصه ديه فايدتها ان عرفتنى ان فى ناس غير ميسا بيقولوا على المايوه بوركينى,1
6363,#انقلاب_مصر #الفيوم|25-4-2014 #حاميها_حراميها,1
6364,"""طقس العرب يتوقع زخات رعدية في #الاردن اليوم و تساقط ثلوج ليل غدا https://t.co/DdGujnTJdW""",0
6365,#السعـوديـة عطيهـا شهـر بِـ الكثيـر وراح تقـدّم اعتـذار رسمـي لِـ تـرامـب علـى #غـزوة_بـدر #Hopeless 😔,1
6366,يا بخت اي حد بينزل بعربيته في وقت متأخر و يشغل اغاني  بصوت عالي و يصدعني تحت البيت ♥️,1
6367,جماعه معلش الى يلبس الكمامه ياريت يلبسها عن اقتناع ويغطى مناخيره..😂,1
6368,"""مستشار سابق في #البعثة_الإيرانية لدى #الأمم_المتحدة يقر بتقديمه إقراراً ضريبياً كاذباً يخفض حجم راتبه وبالتآمر لانتهاك قانون أمريكي للعقوبات""",0
6369,   لیه سموھا بلاد بره؟       علشان بلاد باره بأولادها,1
6370,"""تامين #بنغازيمش انك تحط سيارة شرطة على مفترق وتقمعز فيها 4 وحدين يهدرزوا""",0
6371,الحياه مدرسه والناس اسئله والايام اجابات...,0
6372, هل دا صدفة القذافى مواليد 42 وحكم بلده 42 .. حافظ الاسد مواليد 30 وحكم 30 .. عبد الناصر مواليد 18 وحكم 18 .. السيسى مواليد 54 .. وحكم ?????? 🤔شوف انت بئه😆,0
6373,  شكله قبل ما ينزل شارب بنزين  😅  #اشبيليه_اتلتيكومدريد,1
6374,راك فور,0
6375,"""#احمد_شفيقتابعوا النجم #محمد_شاهين ع صفحه الرسميه على الفيس بوك👇 💜https://t.co/ZQ3FwoSQvaالشخصيه👇 💜https://t.co/hNCjGok49X""",0
6376,"""@tishallaa @DAVIDOFF565 الكاثوليك عيدهم ١/٦ 😝الجماعة غير هذيل قوم بوتن 😝😝😝""",0
6377,"""تراجع الأسهم الصينية مع قلق المستثمرين من فرض قيود محتملة على التداولhttps://t.co/UJfZ50qqdJ#الأسهم #الصين https://t.co/9yRlprNZ9S""",0
6378,#مصر المراقب : محمد #مرسي ؟ الطالب : ايوة ! المراقب : يخربيت امك خربت البلد القسم كله : ههههههههههههه,1
6379,انت مبتعرفش تلعب,0
6380,المدير المالي لأكتفيجن بليزارد صار الأن المدير المالي ل Netflix يعني إحتمال نشوف Loot box و يفتح لك مسلسلات عشوائية أو حلقات إضافية تشتريهم ك DLC أو حتى تشتري Skins كخلفية أو تدفع فلوس عشان تسوي ريست لعداد المشاهدة اليومية  ,0
6381,"مثله كمثل الذي قال هُناك من إستوقد نارًا فلمّا أُستجوب من قال لك ذلك, قال نبّأني أحدٌ. كذلك هُم عديمو المصادر.  ",1
6382,"""""فيتو"" روسي يفشل مشروع القرار الفرنسي بشأن سوريةhttps://t.co/o0zyiqvYuCالموقع البديلhttps://t.co/5c8XrBf06O""",0
6383,أكبر غلطة ارتكبتها وزارة الصحة    إنها راهنت على وعي أهل الرياض وفيه منهم من يشجع النصر😂🤣😂🤣  #الهلال,1
6384,"""@adeelaofficial ولو لك في حد غير أكيد نوال الزغبي""",0
6385,وظني بك يارب ظناً جميلاً  #جمعة_مباركة,0
6386,"""ذاهبون لراب الصدع ..... احنا كنا بنضحك علي الروس لكن أنتم حبايبنا ... عرص يا سيسي https://t.co/nB1Fx72hEE""",1
6387,مراسلنا من #الاسكندرية : #صدقى_صبحى : #القوات_المسلحة ستظل دائما #الدرع_الواقية لهذا #الشعب_العظيم,0
6388,"""ديلان: ما زلت في دهشة الفوز بجائزة نوبل https://t.co/ehge3YsgMz#بوب_ديلان #جائزة_نوبل https://t.co/zfY4ZAYcS7""",0
6389,هو #باسم_يوسف بيتحقق معاه ولا بيسجل الحلقة النهاردة .   #مصر,0
6390,"""وائل الفخراني : لهذه الأسباب تركت ""جوجل"" للعمل في شركة كريم https://t.co/zhisqoVtV9 via @YouTube #google #كريم""",0
6391,لا يكفي أن تكون علي قيد الحياة   حاول ان تكون علي قيد الأمل   علي قيد الحلم   علي قيد التفاؤل   علي قيد اشياء جميلة سوف تحصل لك في يوم ما ..!,0
6392,سنسمو على خلافاتنا السياسية والحزبية وسنعلى فقط المصلحة الوطنية ستنتصر ثورتنا وستكون مصر قوية بإذن الله,0
6393, وكَمْ من أَخٍ لِي سَاهِرِ اللَّيْلِ لَمْ يَنَمْ … ومُسْتَثْقِلٍ عنِّي مِنَ النَّوْمِ رَاقِدِ❗️☘ ستبقى حلب  كوب لشخصين  رباب الكلم ,0
6394,السَعادة هي أن يمنحك القدر روحاً تغنيك عن كُل الأرواح BHzOt,0
6395,"#السيسي بعد كدة لو المدير بتاعي قللي إبعت إيميل لحد و إعملي ( سي سي)، هعرف أنه من الفلول على طول #إنقلاب",1
6396,"""RT @AhmedAASultan: محرر بريطاني عمل مع CIA إبان غزو العراقيكشف تزييفهم فيديوهات لتظهر في الإعلام أنها عربيةوطرق تعقبها بمساعدة جوجل وبموا…""",1
6397,"""شاهد استمرار فعاليات إحياء ذكرى #المولد_النبوي الشريف في الحديدة 14-12-2016 https://t.co/axPp32V908""",0
6398,يعني مشاكل في الشغل ومشاكل مع اعز ناس ليا تقريبا ومشاكل في البيت ده غير الضغط والاكتئاب والقرف اللي الواحد عايش فيه اليومين دول  مش فاهم المفروض اعمل ايه تاني في حياتي.. اللهم لا اعتراض يارب,0
6399,الشعب المصري لا يجد ما ياكله ويعلنون عن الأيفون الجديد,0
6400,ترامب يعتبر اكتر رئيس أمريكي روج للفكرة والدعوة جامد فشخ الصلاة العالميه  صلاة الكورونا  الأديان مجتمع هنصلي بكل الطرق السلام والدين (حمامة سلام الرجل),1
6401,"""ميزة في هاتف «جوجل» تكشف ابتزاز «أبل» https://t.co/ZtFyfDk79x https://t.co/6ygRaXjIvq""",0
6402,"""RT @saraalwd3any: @Mohamed__Othaim مررررهكنهم مسرحية خزلبه تافهه!اتوقع ان الانتخابات شكليةاوباما بيخلص  رئاسته مافلح بشي!""",1
6403,الإسماعيلى ماعندوش لعيبة,0
6404,ع فكرا أنا مش ملزمه اسحب للبيشنت أنا بعمل التحاليل ع طول,1
6405,"""RT @omvr_x: سحب على ايفون 7 بعد اسبوع اسحب ،الشروط رتويت + فولو هنا : @xOmvr https://t.co/lSdY3SXSGp""",0
6406,"أشارك اليوم في مبادرة فودافون لمحو الأمية, العلم قوة, سفيرا للمبادرة ومتطوعا لتحقيق الهدف القومي بأن تصبح مصر بلا أمية",0
6407,إذا مو مساء الخير؟ https://t.co/Iw7VCVgmaB,0
6408,كبير وجايح أكبر شوي شلاغمك يكتفو بعير,1
6409, إيران: أول اختبار لـ  روحاني بعد رفع سعر  البنزين,0
6410,هالاسبوع مستلج وكاثر بالتويتر  😂    صباح السبت ذهبت للدوام وصار علي حراره فما دخلت احتراز     فتحت تطبيق صحتي استشرت دكتور وعلمته الحراره قال تابعها وخذ خافض دام ماجت اعرض ثانيه واي اعراض تواصل مع وزاره الصحه     عزلت روحي بالملحق حق البيت وقلت لامي وابوي اني مسافر  يتبع 1,0
6411,"""RT @hadeelOueiss: كل ما قاله دونالد ترامب عن سوريا خاطئ. https://t.co/imWf8EskZI""",0
6412,لا حزن يبقى ولا الفرحه دايمه و الحكم حكم الله و الدنيا ظروف.,0
6413,الأسواني: لهذا لا يوجد فرق بين إرهاب الكنيسة الكاثوليكية في الأندلس على يد الراهب بليدا وإرهاب أسامة بن لادن>>,0
